Spectrum	Date	Time	NO (350,3000) 191C	NO2 (150) 191C (1of2)	NO2 (2000) 191C (2of2)	N2O (100,200,300) 191C (1of2)	NH3 (300) 191C (1of2)	NH3 (3000) 191C (2of2)	HNCO (400) 191C	H2O% (25) 191C	Formaldehyde (70,500) 191C	CO (500) 191C (1of3)	CO% (1) 191C (2of3)	CO2 low% (4) 191C (2of2)	Propylene (200,1000) 191C	Diesel C1 (4500) 191C	Ethylene (100,3000) 191C	CH4 (250) 191C (1of2)	CH4 (3000) 191C (2of2)	Ethane (1000) 191C	Acetylene (1000) 191C	HNO2 (20) 191C	N2O (1040) 191C (2of2)	CO% (10) 191C (3of3)	MeOH (1000) 191C	Formic Acid (100) 191C	SO2 (300) 191C	Temp (C)	Pressure (Atm)	NOx autorange	CO autorange	CH4 autorange	NH3 autorange	NOx autorange dry	CO autorange dry	CO2% autorange dry	N2O dry	NH3 autorange dry	FIDeq THC ppmC	FIDeq NMHC ppmC	FIDeq NMNEHC ppmC	CO2% autorange	FTIR NMHC ppmC	FTIR NMNEHC ppmC	Igram DC	Igram PP	phase Angle	laser PP	laser DC	Bad Scan counter	Centerburst Location	Linearizer Check	SNR 2500	sBeam @ 2500	
N/A	08.07.2026	16:31:00,600	0,219354	0,213861	1,239570	0,410711	2,312052	0,477861	-1,309797	-0,002212	0,623440	0,104311	-0,000200	0,010430	-0,274567	3,359378	-0,388535	0,084351	1,005978	-0,243164	-0,246017	0,876459	3,030741	-0,004685	0,508034	-0,238828	0,624451	192,607239	0,993828	0,433215	2411,503271	-0,000200	2,312052	0,443273	2330,971917	-0,227567	0,405909	2,285139	10,518877	10,519096	11,068230	-0,238828	13,941384	14,490517	5,514112	7,641925	92,470589	7,215686	-4,941176	0,000000	567,078666	0,002416	273,631626	1,564671
N/A	08.07.2026	16:31:00,800	0,635436	0,517100	-4,494841	0,422263	2,324892	1,008318	3,222459	0,007250	0,201283	-0,378265	-0,000320	-0,008794	0,335479	0,748010	-0,102759	0,085913	2,528052	-0,844642	0,688816	1,530864	1,114541	-0,014887	0,124939	0,115767	0,457034	192,607239	0,993828	1,152536	452,031628	-0,000320	2,324892	1,190416	438,315987	0,122013	0,435927	2,403753	11,136024	11,136376	10,465418	0,115767	13,419958	12,749000	5,514127	7,641506	92,470589	7,215686	-4,941176	0,000000	567,078535	0,002717	242,927090	1,567403
N/A	08.07.2026	16:31:01,000	0,693972	0,584486	-1,432155	0,491659	2,313107	-1,546780	-2,823359	0,016396	1,560930	0,339712	0,000146	-0,008279	-0,068281	0,971765	-0,045026	-0,363154	1,252006	-0,490100	1,094237	1,768466	0,481288	-0,007433	-0,206782	-0,136408	2,055475	192,607239	0,993828	1,278459	3601,059377	0,000146	2,313107	1,243175	3491,792149	-0,131799	0,478015	2,250116	12,302546	12,302386	12,438947	-0,136408	14,173465	14,310027	5,514129	7,640750	92,470589	7,215686	-4,941176	0,000000	567,078842	0,002382	247,259855	1,569576
N/A	08.07.2026	16:31:01,200	0,811384	0,570184	-0,358491	0,305659	2,655248	4,073227	2,137267	-0,044075	0,707433	0,646771	-0,000913	-0,004424	-1,737286	3,123467	-0,795349	-0,112165	-0,213384	-0,562259	0,684642	-0,370818	2,320079	-0,000401	-0,934100	-0,174441	0,691923	192,607239	0,993828	1,381568	6467,712235	-0,000913	2,655248	1,414131	6651,662900	-0,178735	0,309916	2,720023	2,373224	2,374228	5,848799	-0,174441	5,977027	9,451598	5,514144	7,641300	92,470589	7,215686	-4,941176	0,000000	567,078857	0,002158	277,526047	1,570594
N/A	08.07.2026	16:31:01,400	0,669039	0,685415	0,712473	0,547200	2,324464	0,600514	3,948729	-0,018543	-0,215118	0,151456	0,000056	-0,008723	-1,756609	-1,040299	-0,333772	-0,278202	1,600987	-1,278112	0,347106	-3,566038	-0,922401	0,004418	0,023846	-0,196281	0,578526	192,607239	0,993828	1,354453	2641,664964	0,000056	2,324464	1,410012	2738,259067	-0,204392	0,570475	2,418934	-0,248466	-0,248528	3,264691	-0,196281	-0,549779	2,963440	5,514132	7,640821	92,470589	7,215686	-4,941176	0,000000	567,079243	0,002146	262,424943	1,570591
N/A	08.07.2026	16:31:01,600	0,663670	0,570605	1,632846	0,571036	2,314929	0,510396	2,729094	0,012763	-0,368555	-0,089130	0,000407	-0,006657	-0,508923	-2,934370	0,208939	-0,376838	0,209357	-0,967522	0,075141	-2,567982	-0,125430	0,000430	0,418311	-0,018219	0,462043	192,607239	0,993828	1,234275	217,993173	0,000407	2,314929	1,271659	218,625087	-0,023497	0,590991	2,374765	-4,776925	-4,777373	-3,759526	-0,018219	-5,172841	-4,154994	5,514094	7,640225	92,470589	7,215686	-4,948545	0,000000	567,079537	0,002283	250,474865	1,569769
N/A	08.07.2026	16:31:01,800	0,827834	0,254900	2,155654	0,342231	2,682922	5,118765	0,402214	0,021364	0,015707	0,083334	-0,000184	0,001864	1,035340	-1,638181	0,465845	-0,312217	-4,046297	0,158689	-0,064133	1,399516	4,504698	-0,008491	0,038885	0,280452	0,074946	192,607239	0,993828	1,082734	825,455086	-0,000184	2,682922	1,087083	832,274327	0,281422	0,343810	2,693465	-12,092853	-12,092651	-14,163331	0,280452	-8,617678	-10,688358	5,514039	7,639851	92,470589	7,215686	-4,962173	0,000000	567,079599	0,002529	254,303155	1,568324
N/A	08.07.2026	16:31:02,000	0,863913	0,200089	-0,286944	0,498680	2,365249	3,750902	1,542031	-0,023392	-0,256064	0,284353	0,000326	-0,000676	-0,781118	-3,065813	0,405532	-0,318666	-1,507242	-0,417576	1,099815	-1,404938	0,363215	0,000417	1,019390	0,109351	0,590950	192,607239	0,993828	1,064001	5147,890188	0,000326	2,365249	1,080428	5211,420698	0,111326	0,506818	2,402558	-9,301480	-9,301839	-7,739603	0,109351	-8,533272	-6,971037	5,513937	7,639836	92,470589	7,215686	-4,980392	0,000000	567,078910	0,003293	269,727704	1,563964
N/A	08.07.2026	16:31:02,200	0,592450	0,577229	1,181558	0,382506	2,300534	0,801583	0,067027	-0,041832	-0,522671	-0,400879	0,000223	-0,012281	-1,715161	-1,559100	0,530326	-0,212529	0,507478	0,715148	0,541116	-0,163333	-0,427013	0,001541	1,183514	0,012008	-1,410260	192,607239	0,993828	1,169678	11682,496254	0,000223	2,300534	1,170414	11686,841215	0,012070	0,382829	2,302131	-9,951897	-9,952142	-6,521821	0,012008	-10,128417	-6,698096	5,513884	7,639394	92,470589	7,215686	-4,980392	0,000000	567,078859	0,003170	251,395523	1,562712
N/A	08.07.2026	16:31:02,400	0,689417	0,376255	3,954105	0,823770	2,300224	2,811810	-2,587858	0,028511	-0,147771	0,592946	-0,000067	-0,019075	-1,254154	-2,127757	-0,072357	-0,047503	0,403897	-0,313954	-0,992670	-0,502291	0,495625	0,010695	2,221491	0,120529	0,051849	192,607239	0,993828	1,065672	22214,905273	-0,000067	2,300224	1,039548	21599,424503	0,116877	0,800598	2,242520	-5,508783	-5,508708	-3,000401	0,120529	-6,118307	-3,609999	5,513861	7,639927	92,470589	7,215686	-4,980392	0,000000	567,079257	0,002861	269,651707	1,566056
N/A	08.07.2026	16:31:02,600	0,716926	0,183372	6,880737	0,439774	2,178663	2,546247	-2,113702	0,025216	0,266186	1,054462	0,000273	0,004624	-0,101572	-1,035566	0,071313	-0,290398	1,477322	-0,189186	-0,728076	-0,909486	1,842200	0,009825	1,503603	0,044924	0,301107	192,607239	0,993828	0,900298	16241,874040	0,000273	2,178663	0,880947	15861,793330	0,043453	0,428081	2,133028	2,544334	2,544034	2,747179	0,044924	3,757500	3,960645	5,513825	7,640017	92,470589	7,215686	-4,980392	0,000000	567,079107	0,002542	288,475514	1,566616
N/A	08.07.2026	16:31:02,800	0,580928	0,349033	6,032837	0,225673	2,385769	3,400615	-2,957295	-0,008991	0,655912	-0,015912	-0,000057	0,003565	-0,700650	0,559040	0,181056	-0,122910	-1,922411	0,402292	-0,338003	0,087385	2,666952	0,002038	0,200634	0,026726	0,274844	192,656845	0,993828	0,929961	6047,637073	-0,000057	2,385769	0,901951	5955,506592	0,025464	0,218600	2,313887	-4,652878	-4,652815	-3,251516	0,026726	-2,626708	-1,225409	5,513797	7,639456	92,470589	7,215686	-4,980392	0,000000	567,079158	0,002570	302,648352	1,565339
N/A	08.07.2026	16:31:03,000	0,222319	0,616403	4,250010	0,392387	2,634201	4,148551	-3,183025	-0,019924	0,585154	-1,105949	-0,000324	-0,005725	-1,257052	0,396243	0,072798	-0,054532	-3,567556	0,479388	-0,258092	0,484435	2,202482	-0,006109	-0,232072	0,179874	0,096653	192,709000	0,993828	0,838722	0,585154	-0,000324	2,634201	0,808100	0,559980	0,177237	0,383346	2,552791	-11,531399	-11,531043	-9,016940	0,179874	-10,117391	-7,603287	5,513774	7,639281	92,470589	7,215686	-4,980392	0,000000	567,079465	0,003013	307,188681	1,564487
N/A	08.07.2026	16:31:03,200	-0,273301	0,664305	4,409726	0,572517	2,544695	3,141387	-0,760001	0,009360	0,073294	-0,633332	0,000333	0,003206	-0,009669	-1,851279	-0,123827	-0,649263	0,146732	-0,282402	-0,305868	-0,749257	0,628393	-0,007654	0,614601	0,341644	-0,494003	192,709000	0,993828	0,391004	0,073294	0,000333	2,544695	0,388326	0,071871	0,339757	0,568794	2,525635	-7,339204	-7,339569	-7,320231	0,341644	-7,138285	-7,118946	5,513737	7,640411	92,470589	7,215686	-4,980392	0,000000	567,079564	0,003534	296,527968	1,565665
N/A	08.07.2026	16:31:03,400	-0,553964	0,794234	0,748104	0,230632	2,488611	3,961972	-1,661478	0,008451	0,580308	0,019994	0,000432	-0,014880	-0,635018	-1,221152	-0,432890	-0,891910	-7,974231	-0,584037	-0,661798	1,780393	-0,128171	0,001493	0,696159	-0,059507	-1,390223	192,709000	0,993828	0,240269	16,891536	0,000432	2,488611	0,236462	17,107179	-0,058567	0,226885	2,447930	-35,591863	-35,592339	-34,322304	-0,059507	-37,525909	-36,255873	5,513675	7,642015	92,470589	7,215686	-4,980392	0,000000	567,078797	0,003321	263,802940	1,567702
N/A	08.07.2026	16:31:03,600	0,557592	1,004405	-4,990704	0,473650	2,323522	0,319827	0,851208	-0,039745	-0,113812	0,552903	0,000570	-0,013520	0,390535	1,994400	0,128891	-0,766264	-1,737223	0,090073	-0,740144	-0,104251	0,900738	0,006685	0,388496	-0,422200	0,229358	192,709000	0,993828	1,561997	5498,116208	0,000570	2,323522	1,582359	5574,018700	-0,427731	0,479018	2,342928	-1,452050	-1,452677	-2,233747	-0,422200	-1,398098	-2,179168	5,513660	7,641631	92,470589	7,215686	-4,980392	0,000000	567,078847	0,002863	267,102954	1,567819
N/A	08.07.2026	16:31:03,800	0,339775	0,817963	-0,825209	0,707072	2,367205	1,660883	-0,150193	-0,006764	0,148074	-0,251672	0,000323	-0,008222	-0,855136	0,504902	0,006438	-0,397667	-5,203393	0,919701	0,262561	1,376534	1,692025	0,000087	0,112740	-0,285395	0,269878	192,709000	0,993828	1,157737	2163,724616	0,000323	2,367205	1,161102	2193,591167	-0,286555	0,704730	2,363348	-15,678311	-15,678666	-13,968394	-0,285395	-14,456587	-12,746315	5,513658	7,640387	92,470589	7,215686	-4,980392	0,000000	567,079186	0,002527	293,575378	1,565944
N/A	08.07.2026	16:31:04,000	0,267557	0,490105	1,284537	0,815871	2,387481	2,018644	-0,189949	0,008397	0,573847	-0,309789	0,000355	-0,022179	-0,703478	1,403396	0,101778	-0,120860	-3,958254	0,361268	0,671881	0,453264	1,758416	-0,003574	0,303243	0,010598	-0,367581	192,709000	0,993828	0,757662	306,746141	0,000355	2,387481	0,755777	308,215029	0,011865	0,814490	2,382950	-11,609774	-11,610164	-10,203207	0,010598	-9,677551	-8,270594	5,513647	7,640109	92,470589	7,215686	-4,980392	0,000000	567,079283	0,002551	310,724917	1,563692
N/A	08.07.2026	16:31:04,200	0,586612	0,488304	0,840784	0,726821	2,526199	0,927280	1,003705	0,001568	0,939987	0,400816	0,000366	-0,028893	0,096528	2,512909	0,367028	-0,267882	-1,185279	-0,296199	0,390049	-1,057831	1,200469	-0,001325	0,125515	0,094972	-0,441818	192,709000	0,993828	1,074915	4006,299469	0,000366	2,526199	1,089799	4081,679246	0,094912	0,733138	2,553523	-0,100112	-0,100515	-0,293570	0,094972	1,415367	1,222311	5,513621	7,640715	92,470589	7,215686	-4,980392	0,000000	567,079012	0,002666	301,559326	1,563202
N/A	08.07.2026	16:31:04,400	0,827833	0,890070	0,157875	0,554797	2,833282	0,245826	1,749133	-0,002653	0,974349	0,701929	0,000064	-0,012091	0,061033	1,309623	0,417461	-0,602699	-2,377763	-0,089556	0,043435	-0,109855	0,211405	0,002999	-0,856419	-0,102028	0,214892	192,709000	0,993828	1,717903	8464,124793	0,000064	2,833282	1,749457	8636,252417	-0,103776	0,564360	2,883633	-4,112826	-4,112896	-4,234963	-0,102028	-4,247743	-4,369810	5,513591	7,640787	92,470589	7,215686	-4,980392	0,000000	567,078636	0,002594	274,838093	1,565484
N/A	08.07.2026	16:31:04,600	0,393263	0,942277	-2,933496	0,683992	2,890926	1,044148	0,613093	-0,009776	-0,057352	-0,768006	-0,000045	-0,012846	0,126510	2,173503	0,111474	-0,003509	-2,410717	-0,813235	0,171069	2,017263	-1,134860	0,004056	-1,318848	-0,128218	-0,201344	192,709000	0,993828	1,335539	245,862094	-0,000045	2,890926	1,344356	237,699883	-0,129096	0,688312	2,909180	-3,036284	-3,036235	-3,289255	-0,128218	-4,184818	-4,437838	5,513572	7,638389	92,470589	7,215686	-4,980392	0,000000	567,078743	0,002468	269,839308	1,568997
N/A	08.07.2026	16:31:04,800	0,359242	0,328502	-0,768524	0,587143	2,487663	-0,326521	-2,861975	-0,025178	0,480608	-0,493451	-0,000442	-0,017575	1,296728	-0,312996	-0,198707	-0,457382	-2,187021	0,362316	0,464588	1,844126	3,424049	0,011296	0,998135	-0,028025	0,723546	192,709000	0,993828	0,687745	11876,346286	-0,000442	2,487663	0,672416	11482,201784	-0,027819	0,571468	2,421213	-3,189591	-3,189105	-5,782562	-0,028025	0,430958	-2,162499	5,513583	7,637073	92,470589	7,215686	-4,980392	0,000000	567,079103	0,002869	280,414465	1,569107
N/A	08.07.2026	16:31:05,000	0,667482	0,157411	-2,100009	0,450345	2,519158	1,602128	1,729818	-0,001924	-0,176663	-0,399376	-0,000445	0,003389	1,013494	0,289200	0,597558	-0,763009	2,790633	0,289175	0,473822	2,823212	1,559492	0,000624	-0,460625	-0,049011	0,267915	192,638291	0,993828	0,824893	4206,594426	-0,000445	2,519158	0,845963	4066,962617	-0,050788	0,456052	2,568755	10,746054	10,746543	8,719555	-0,049011	12,988973	10,961985	5,513574	7,637845	92,470589	7,215686	-4,980392	0,000000	567,079120	0,003150	272,995218	1,568995
N/A	08.07.2026	16:31:05,200	0,023966	0,248107	-1,454259	0,426818	2,478438	-0,953407	2,615535	0,004598	0,000471	-0,072389	-0,000146	0,006708	-1,005147	1,535964	0,034340	-0,259894	1,524228	-0,172724	0,927295	1,095316	4,064277	-0,006022	0,475624	-0,137132	-0,283660	192,607239	0,993828	0,272072	10677,440722	-0,000146	2,478438	0,287861	10829,681354	-0,139924	0,437981	2,546521	3,420020	3,420180	5,430474	-0,137132	8,774224	10,784518	5,513548	7,638505	92,470589	7,215686	-4,980392	0,000000	567,079329	0,003188	274,169673	1,568723
N/A	08.07.2026	16:31:05,400	-0,589888	0,359419	0,916296	0,468088	2,339291	-0,084770	-1,201201	0,033818	-0,004196	0,369393	0,000228	0,003633	-2,318156	1,089408	-0,553171	0,221924	-0,755522	-0,527021	1,349250	-0,890541	3,923192	-0,001232	0,856116	-0,109660	-0,601155	192,607239	0,993828	-0,230469	15640,514502	0,000228	2,339291	-0,231667	15687,121556	-0,112870	0,462371	2,317643	-7,785882	-7,786132	-3,149820	-0,109660	-2,298041	2,338271	5,513511	7,638587	92,470589	7,215686	-4,973743	0,000000	567,079591	0,003060	271,556771	1,567097
N/A	08.07.2026	16:31:05,600	-0,429318	0,387493	2,871997	0,491098	2,247977	7,203229	-6,034061	0,081597	-0,834911	0,662566	0,000463	0,007223	-1,495484	-1,074357	-0,053373	0,073263	0,758621	-0,434407	1,122236	-1,080450	-2,081129	0,010670	-1,164673	0,051779	-0,567675	192,607239	0,993828	-0,041825	6625,658253	0,000463	2,247977	-0,038771	6241,407459	0,048603	0,463058	2,120731	-5,048671	-5,049180	-2,058212	0,051779	-5,969696	-2,978728	5,513474	7,638562	92,470589	7,215686	-4,958384	0,000000	567,079637	0,002857	252,995775	1,564517
N/A	08.07.2026	16:31:05,800	-0,247828	0,543697	0,884497	0,437571	2,501524	4,397763	-4,050415	-0,039500	-0,574284	0,333415	0,000252	0,000315	0,697215	-0,332358	0,276392	-0,304740	1,165343	0,888351	-0,580016	-1,223312	1,372022	0,011629	0,346949	-0,045232	0,550212	192,607239	0,993812	0,295869	3334,145403	0,000252	2,501524	0,285769	3206,216407	-0,043228	0,420430	2,403848	6,034421	6,034144	4,639715	-0,045232	6,868788	5,474359	5,513459	7,640083	92,470589	7,215686	-4,941176	0,000000	567,079090	0,002484	220,202848	1,566171
N/A	08.07.2026	16:31:06,000	-0,025649	0,933254	3,396842	0,375838	2,285706	3,015882	-0,521025	0,017476	-0,954070	0,403755	0,000145	0,010670	2,276205	2,931776	-0,050964	0,080005	-3,252168	-0,311513	0,497481	-0,777447	-1,303949	0,014196	-0,019129	0,063307	-0,710233	192,607239	0,993546	0,907605	4037,546504	0,000145	2,285706	0,906304	4021,087794	0,063564	0,373633	2,273142	-1,868968	-1,869127	-6,421538	0,063307	-2,835661	-7,388071	5,513443	7,641671	92,470589	7,215686	-4,941176	0,000000	567,078887	0,002650	223,660709	1,567357
N/A	08.07.2026	16:31:06,200	-0,091490	0,695585	4,581338	0,341433	2,445928	3,258595	0,678039	0,008434	0,014930	-0,187424	0,000436	0,005120	2,203443	-0,829096	-0,638590	0,315547	1,567512	-0,975759	-0,703631	1,010356	0,980378	0,004169	-0,162248	-0,102293	-0,121607	192,607239	0,993507	0,604095	1168,450536	0,000436	2,445928	0,607171	1168,449913	-0,103482	0,343702	2,463187	6,227090	6,226610	1,819724	-0,102293	6,915179	2,508293	5,513388	7,641993	92,470589	7,215686	-4,941176	0,000000	567,078682	0,002782	214,318090	1,564846
N/A	08.07.2026	16:31:06,400	0,034662	0,788788	1,918825	0,452660	2,451096	1,554045	1,536038	-0,010936	0,407680	0,427586	0,000305	0,002337	0,726226	-2,739203	-0,361209	0,098525	2,101055	-0,288979	-0,534763	-0,561869	0,446219	-0,003235	0,201487	-0,013458	0,073251	192,607239	0,993507	0,823450	6170,001857	0,000305	2,451096	0,838162	6296,817824	-0,012879	0,460332	2,489059	1,957985	1,957650	0,505198	-0,013458	2,051593	0,599141	5,513362	7,642078	92,470589	7,215686	-4,941176	0,000000	567,078546	0,002697	214,183043	1,563380
N/A	08.07.2026	16:31:06,600	0,188221	0,825037	-1,586331	0,538487	2,362827	1,539444	-0,124548	0,000876	0,349245	0,084399	-0,000093	0,001824	0,305152	-2,286199	-0,153815	0,023427	0,495178	0,227857	0,355051	-2,304402	-0,788111	-0,011640	0,081680	-0,049076	0,125408	192,607239	0,993507	1,013259	6817,419247	-0,000093	2,362827	1,016443	6957,538571	-0,043579	0,538599	2,362604	-2,119563	-2,119460	-2,729765	-0,049076	-2,656977	-3,267281	5,513356	7,642026	92,470589	7,215686	-4,941176	0,000000	567,078634	0,002844	237,383527	1,563109
N/A	08.07.2026	16:31:06,800	0,436238	0,577900	-1,763283	0,509863	2,371204	3,180360	-2,343562	0,034749	0,471002	-1,253359	-0,000297	-0,000720	1,026513	-1,623064	-0,231085	0,216596	-0,499253	-0,102060	0,905010	-2,359388	-0,002893	-0,018484	-0,928487	-0,198153	0,126980	192,607239	0,993507	1,014138	0,471002	-0,000297	2,371204	0,998091	0,468047	-0,189510	0,498038	2,320107	-1,850888	-1,850561	-3,903587	-0,198153	-1,111690	-3,164716	5,513339	7,641562	92,470589	7,215686	-4,941176	0,000000	567,078983	0,003326	283,159959	1,563561
N/A	08.07.2026	16:31:07,000	1,130402	0,499430	3,347165	0,475212	2,576876	0,811428	1,562165	0,031585	1,087184	-0,266877	0,000066	-0,006838	-0,158966	-2,623662	0,486393	0,052268	-2,148457	-0,200689	0,959377	-2,716269	2,051191	-0,009455	-1,846302	0,157441	-0,616118	192,613582	0,993507	1,629832	98,685334	0,000066	2,576876	1,655774	100,785560	0,159839	0,482743	2,617827	-12,566244	-12,566317	-12,248384	0,157441	-10,344396	-10,026463	5,513289	7,640516	92,470589	7,215686	-4,941176	0,000000	567,079380	0,003592	327,063118	1,564666
N/A	08.07.2026	16:31:07,200	0,610862	1,201314	1,660495	0,448296	2,706678	1,945028	2,035448	0,015479	0,210746	0,112825	0,000325	-0,009842	-0,588322	0,235395	0,188358	0,287075	-0,468600	-0,300660	-0,350035	0,350667	-2,707770	0,013837	0,203928	-0,091134	-0,605410	192,699141	0,993507	1,812175	1414,192848	0,000325	2,706678	1,849944	1444,379513	-0,093179	0,457595	2,763003	-3,172901	-3,173259	-1,996615	-0,091134	-6,339320	-5,162675	5,513277	7,640863	92,470589	7,215686	-4,941176	0,000000	567,079021	0,003132	276,176920	1,563202
N/A	08.07.2026	16:31:07,400	0,440717	0,829162	4,047747	0,372570	2,690272	2,648827	0,602013	0,011539	0,202262	-0,348617	0,000117	0,004055	0,700321	-0,530277	-0,042352	0,557865	-3,062392	0,689885	-0,070659	0,834900	4,061879	0,005966	0,096414	-0,081045	-0,365178	192,709000	0,993507	1,269880	412,682202	0,000117	2,690272	1,280738	421,487725	-0,081754	0,375252	2,706956	-8,223336	-8,223465	-9,624107	-0,081045	-4,721724	-6,122367	5,513301	7,640649	92,470589	7,215686	-4,941176	0,000000	567,078800	0,002854	230,610324	1,561395
N/A	08.07.2026	16:31:07,600	0,095108	0,685453	3,794037	0,587639	2,619016	2,270951	1,929619	0,030215	0,153681	0,666341	0,000061	0,008047	1,301587	-1,656756	0,129088	0,542250	-2,553171	0,939330	0,580865	0,965416	2,185540	0,009262	-0,246559	-0,056048	-0,262530	192,709000	0,993507	0,780560	8907,919829	0,000061	2,619016	0,792050	9211,792272	-0,057008	0,602775	2,670400	-6,934694	-6,934761	-9,537935	-0,056048	-4,759380	-7,362555	5,513317	7,638910	92,470589	7,215686	-4,941176	0,000000	567,078946	0,002824	233,962022	1,561612
N/A	08.07.2026	16:31:07,800	0,507090	0,526224	1,452995	0,860814	2,477815	1,092818	0,144940	0,032338	0,512646	0,939722	-0,000280	0,002898	0,789185	-2,207975	-0,024893	0,232839	0,234657	0,741735	0,545865	0,277129	0,452770	0,004548	-0,141544	-0,154102	-0,129791	192,709000	0,993507	1,033314	9602,955624	-0,000280	2,477815	1,012841	9930,503914	-0,149168	0,858578	2,490326	-1,828710	-1,828401	-3,406771	-0,154102	-1,000860	-2,579230	5,513306	7,638220	92,470589	7,215686	-4,941176	0,000000	567,078870	0,002778	245,082708	1,563372
N/A	08.07.2026	16:31:08,000	1,430236	0,289843	-1,143245	0,942981	2,324541	1,021736	-4,485970	0,016011	1,029032	0,056086	-0,000716	-0,004651	-0,116644	-2,026921	-0,553219	-0,118670	3,389047	0,007494	0,097850	-0,355547	3,425328	-0,009239	0,159782	-0,260958	0,111935	192,691525	0,993562	1,720079	1010,367017	-0,000716	2,324541	1,644653	991,421921	-0,248168	0,900814	2,225161	4,337562	4,338350	4,571638	-0,260958	8,379243	8,612530	5,513282	7,639388	92,470589	7,215686	-4,941176	0,000000	567,078512	0,002686	238,581049	1,565119
N/A	08.07.2026	16:31:08,200	0,854952	0,513936	-1,454506	0,548213	2,335334	6,120507	-1,579893	0,035228	0,234079	0,450869	0,000093	-0,004443	0,234851	-0,960903	-0,422461	0,038773	5,052929	-2,455121	0,949357	2,525599	4,705599	0,001495	-0,524475	0,067214	0,409815	192,607239	0,993828	1,368888	5384,267877	0,000093	2,335334	1,348003	5283,464626	0,066326	0,538500	2,298701	13,786610	13,786508	13,316806	0,067214	20,273792	19,804090	5,513299	7,640981	92,470589	7,215686	-4,941176	0,000000	567,078670	0,002927	220,855844	1,564049
N/A	08.07.2026	16:31:08,400	0,925523	0,511521	4,104717	0,203865	2,175330	1,426984	1,658344	0,052985	0,481127	-0,900734	0,000528	0,018815	-0,164519	0,138080	0,141777	0,102169	2,218615	-0,957845	-0,610611	2,610503	-1,329216	-0,009674	-0,806447	0,108391	1,207015	192,607239	0,993828	1,437043	511,495776	0,000528	2,175330	1,461709	501,937596	0,110387	0,206038	2,211682	11,731776	11,731195	12,060232	0,108391	10,071583	10,400621	5,513361	7,641889	92,470589	7,215686	-4,941176	0,000000	567,079226	0,003231	214,985089	1,561367
N/A	08.07.2026	16:31:08,600	0,156230	0,365427	2,202617	0,191204	2,220389	2,576620	-1,457324	-0,044941	0,288128	0,402046	0,000246	-0,008218	0,469438	-0,180513	-0,059591	0,086976	-2,585828	0,024241	-0,099176	-1,280304	-0,953218	-0,008180	-0,613870	0,069223	0,464573	192,607239	0,993828	0,521656	6530,589029	0,000246	2,220389	0,524415	6368,013505	0,068728	0,188273	2,188646	-4,797237	-4,797508	-5,736384	0,069223	-6,240171	-7,179047	5,513416	7,643078	92,470589	7,215686	-4,941176	0,000000	567,079146	0,003385	207,295125	1,561258
N/A	08.07.2026	16:31:08,800	-0,043561	0,338115	-1,378184	0,545201	2,186994	4,586466	-0,139837	-0,024253	0,509709	0,220499	-0,000041	-0,019561	-0,432996	0,105746	-0,301898	-0,235422	-3,194638	0,575242	0,545738	-2,200296	1,532546	-0,010105	-0,788662	0,038670	-0,508932	192,607239	0,993828	0,294554	3468,428254	-0,000041	2,186994	0,295314	3382,097522	0,038360	0,550244	2,183935	-13,236387	-13,236342	-12,370351	0,038670	-11,516026	-10,650034	5,513497	7,642582	92,470589	7,215686	-4,941176	0,000000	567,078956	0,003200	218,386884	1,562092
N/A	08.07.2026	16:31:09,000	0,355628	0,360656	-2,435898	0,691338	2,380751	5,926448	2,093651	0,001285	0,411335	0,057736	0,000235	-0,009480	-0,504905	-0,034315	0,101645	-0,217869	-4,529488	0,379561	-0,069798	-0,503761	2,441677	-0,010920	-1,055573	0,181880	-0,258462	192,607239	0,993828	0,716284	1776,815286	0,000235	2,380751	0,734749	1829,539864	0,187053	0,705432	2,433674	-15,427298	-15,427556	-14,417746	0,181880	-13,790111	-12,780301	5,513586	7,641910	92,470589	7,215686	-4,941176	0,000000	567,078805	0,003112	228,024568	1,562861
N/A	08.07.2026	16:31:09,200	0,919556	0,393984	-1,135767	0,494418	2,593224	5,451484	2,522399	0,000649	0,063377	0,131344	0,000535	0,004411	0,313486	-0,608688	0,479173	-0,175683	-4,572991	-0,128595	-0,715440	1,060884	2,943670	-0,006259	-0,914593	0,160064	0,372636	192,607239	0,993828	1,313540	2988,092382	0,000535	2,593224	1,346529	3076,769131	0,166478	0,508059	2,661312	-11,448463	-11,449051	-12,076023	0,160064	-10,165567	-10,792539	5,513672	7,641710	92,470589	7,215686	-4,941176	0,000000	567,078719	0,003160	226,641494	1,562828
N/A	08.07.2026	16:31:09,400	1,021178	0,475349	-0,506690	0,285135	2,366635	2,314453	1,477872	0,034186	0,129198	-0,477747	0,000046	0,002267	0,056639	-0,421060	-0,250601	-0,788607	1,465418	-0,113868	0,648378	0,143481	6,053604	0,000248	-0,162448	-0,421346	-0,343786	192,607239	0,993828	1,496527	753,312922	0,000046	2,366635	1,519626	759,583297	-0,427807	0,289340	2,402086	-0,852648	-0,852698	-0,965977	-0,421346	6,127479	6,014201	5,513757	7,641410	92,470589	7,215686	-4,941176	0,000000	567,078700	0,003028	221,828259	1,562142
