deviceName;timestamp;processValue;workingOutput;workingSetpoint
reactor;2026-07-08T06:31:47.752482;308.15;0.95;308.15
reactor;2026-07-08T06:31:48.441358;308.15;1.08;308.15
reactor;2026-07-08T06:31:49.080965;308.15;1.01;308.15
reactor;2026-07-08T06:31:49.753097;308.15;0.92;308.15
reactor;2026-07-08T06:31:50.392700;308.15;1.03;308.15
reactor;2026-07-08T06:31:51.064233;308.15;0.88;308.15
reactor;2026-07-08T06:31:51.736824;308.15;0.77;308.15
reactor;2026-07-08T06:31:52.393210;308.15;0.94;308.15
reactor;2026-07-08T06:31:53.064368;308.15;1.11;308.15
reactor;2026-07-08T06:31:53.737279;308.15;1.21;308.15
reactor;2026-07-08T06:31:54.378077;308.15;1.24;308.15
reactor;2026-07-08T06:31:55.016491;308.15;1.21;308.15
reactor;2026-07-08T06:31:55.688848;308.14;1.37;308.15
reactor;2026-07-08T06:31:56.327724;308.15;1.19;308.15
reactor;2026-07-08T06:31:56.983960;308.15;1.14;308.15
reactor;2026-07-08T06:31:57.641213;308.15;1.10;308.15
reactor;2026-07-08T06:31:58.295435;308.15;1.15;308.15
reactor;2026-07-08T06:31:58.968742;308.15;1.16;308.15
reactor;2026-07-08T06:31:59.639669;308.15;1.02;308.15
reactor;2026-07-08T06:32:00.281156;308.15;0.85;308.15
reactor;2026-07-08T06:32:00.953049;308.15;0.75;308.15
reactor;2026-07-08T06:32:01.592628;308.15;0.66;308.15
reactor;2026-07-08T06:32:02.264766;308.16;0.59;308.15
reactor;2026-07-08T06:32:02.919634;308.15;0.70;308.15
reactor;2026-07-08T06:32:03.591363;308.15;1.12;308.15
reactor;2026-07-08T06:32:04.296902;308.15;1.05;308.15
reactor;2026-07-08T06:32:04.936025;308.15;1.12;308.15
reactor;2026-07-08T06:32:05.574452;308.15;1.01;308.15
reactor;2026-07-08T06:32:06.214819;308.15;1.00;308.15
reactor;2026-07-08T06:32:06.887907;308.15;0.99;308.15
reactor;2026-07-08T06:32:07.544118;308.15;0.87;308.15
reactor;2026-07-08T06:32:08.214868;308.15;1.11;308.15
reactor;2026-07-08T06:32:08.855510;308.15;1.18;308.15
reactor;2026-07-08T06:32:09.510936;308.15;1.20;308.15
reactor;2026-07-08T06:32:10.198595;308.15;1.21;308.15
reactor;2026-07-08T06:32:10.856178;308.15;0.98;308.15
reactor;2026-07-08T06:32:11.511711;308.15;1.20;308.15
reactor;2026-07-08T06:32:12.165718;308.15;1.07;308.15
reactor;2026-07-08T06:32:12.838565;308.15;1.04;308.15
reactor;2026-07-08T06:32:13.511157;308.15;1.25;308.15
reactor;2026-07-08T06:32:14.182154;308.15;1.15;308.15
reactor;2026-07-08T06:32:14.822864;308.15;1.10;308.15
reactor;2026-07-08T06:32:15.462598;308.15;0.96;308.15
reactor;2026-07-08T06:32:16.134840;308.15;0.87;308.15
reactor;2026-07-08T06:32:16.774904;308.15;0.74;308.15
reactor;2026-07-08T06:32:17.414959;308.15;0.79;308.15
reactor;2026-07-08T06:32:18.070696;308.15;0.81;308.15
reactor;2026-07-08T06:32:18.742321;308.15;0.75;308.15
reactor;2026-07-08T06:32:19.414187;308.15;0.78;308.15
reactor;2026-07-08T06:32:20.086241;308.15;1.06;308.15
reactor;2026-07-08T06:32:20.725906;308.15;1.10;308.15
reactor;2026-07-08T06:32:21.366502;308.15;1.29;308.15
reactor;2026-07-08T06:32:22.052810;308.15;1.19;308.15
reactor;2026-07-08T06:32:22.725404;308.15;1.10;308.15
