deviceName;timestamp;processValue;workingOutput;workingSetpoint
reactor;2026-07-08T14:32:54.498001;533.11;30.42;533.15
reactor;2026-07-08T14:32:55.172451;533.11;30.45;533.15
reactor;2026-07-08T14:32:55.852827;533.11;30.46;533.15
reactor;2026-07-08T14:32:56.497511;533.11;30.74;533.15
reactor;2026-07-08T14:32:57.191478;533.11;30.64;533.15
reactor;2026-07-08T14:32:57.890945;533.11;30.60;533.15
reactor;2026-07-08T14:32:58.548134;533.11;30.61;533.15
reactor;2026-07-08T14:32:59.232609;533.11;30.63;533.15
reactor;2026-07-08T14:32:59.888114;533.11;30.61;533.15
reactor;2026-07-08T14:33:00.563364;533.11;30.50;533.15
reactor;2026-07-08T14:33:01.235374;533.11;30.36;533.15
reactor;2026-07-08T14:33:01.870735;533.11;30.49;533.15
reactor;2026-07-08T14:33:02.548192;533.11;30.52;533.15
reactor;2026-07-08T14:33:03.229670;533.11;30.58;533.15
reactor;2026-07-08T14:33:03.906164;533.11;30.60;533.15
reactor;2026-07-08T14:33:04.574432;533.11;30.54;533.15
reactor;2026-07-08T14:33:05.244120;533.11;30.58;533.15
reactor;2026-07-08T14:33:05.962938;533.11;30.51;533.15
reactor;2026-07-08T14:33:06.650493;533.11;30.61;533.15
reactor;2026-07-08T14:33:07.354081;533.11;30.65;533.15
reactor;2026-07-08T14:33:08.026843;533.10;30.85;533.15
reactor;2026-07-08T14:33:08.683716;533.11;30.48;533.15
reactor;2026-07-08T14:33:09.348022;533.11;30.40;533.15
reactor;2026-07-08T14:33:10.091446;533.11;30.60;533.15
reactor;2026-07-08T14:33:10.760602;533.11;30.78;533.15
reactor;2026-07-08T14:33:11.433612;533.11;30.68;533.15
reactor;2026-07-08T14:33:12.139924;533.11;30.52;533.15
reactor;2026-07-08T14:33:12.822390;533.11;30.33;533.15
reactor;2026-07-08T14:33:13.495209;533.11;30.41;533.15
reactor;2026-07-08T14:33:14.215015;533.11;30.32;533.15
reactor;2026-07-08T14:33:14.918191;533.11;30.35;533.15
reactor;2026-07-08T14:33:15.618080;533.11;30.56;533.15
reactor;2026-07-08T14:33:16.309527;533.11;30.58;533.15
reactor;2026-07-08T14:33:16.999429;533.11;30.57;533.15
reactor;2026-07-08T14:33:17.667041;533.11;30.43;533.15
reactor;2026-07-08T14:33:18.354974;533.11;30.43;533.15
reactor;2026-07-08T14:33:19.031142;533.11;30.48;533.15
reactor;2026-07-08T14:33:19.668179;533.11;30.42;533.15
reactor;2026-07-08T14:33:20.356952;533.11;30.32;533.15
reactor;2026-07-08T14:33:21.011108;533.12;30.17;533.15
reactor;2026-07-08T14:33:21.681885;533.12;30.17;533.15
reactor;2026-07-08T14:33:22.336186;533.12;30.15;533.15
reactor;2026-07-08T14:33:23.010726;533.12;30.26;533.15
reactor;2026-07-08T14:33:23.682455;533.11;30.37;533.15
reactor;2026-07-08T14:33:24.337852;533.12;30.27;533.15
reactor;2026-07-08T14:33:24.992386;533.12;30.17;533.15
reactor;2026-07-08T14:33:25.679695;533.12;30.37;533.15
reactor;2026-07-08T14:33:26.317235;533.11;30.56;533.15
reactor;2026-07-08T14:33:27.059970;533.11;30.51;533.15
reactor;2026-07-08T14:33:27.744824;533.11;30.64;533.15
reactor;2026-07-08T14:33:28.412119;533.11;30.64;533.15
reactor;2026-07-08T14:33:29.133402;533.11;30.67;533.15
reactor;2026-07-08T14:33:29.819219;533.11;30.83;533.15
reactor;2026-07-08T14:33:30.474993;533.11;30.62;533.15
reactor;2026-07-08T14:33:31.132730;533.11;30.55;533.15
reactor;2026-07-08T14:33:31.818582;533.11;30.51;533.15
reactor;2026-07-08T14:33:32.572187;533.11;30.48;533.15
reactor;2026-07-08T14:33:33.263367;533.11;30.50;533.15
reactor;2026-07-08T14:33:33.928577;533.11;30.54;533.15
reactor;2026-07-08T14:33:34.601151;533.11;30.52;533.15
reactor;2026-07-08T14:33:35.256690;533.11;30.48;533.15
reactor;2026-07-08T14:33:35.927766;533.11;30.53;533.15
reactor;2026-07-08T14:33:36.602755;533.11;30.49;533.15
reactor;2026-07-08T14:33:37.256077;533.12;30.32;533.15
reactor;2026-07-08T14:33:37.894963;533.12;30.35;533.15
reactor;2026-07-08T14:33:38.596940;533.12;30.47;533.15
reactor;2026-07-08T14:33:39.242427;533.11;30.54;533.15
reactor;2026-07-08T14:33:39.945026;533.11;30.60;533.15
reactor;2026-07-08T14:33:40.663521;533.11;30.53;533.15
reactor;2026-07-08T14:33:41.332612;533.11;30.65;533.15
reactor;2026-07-08T14:33:42.003711;533.11;30.53;533.15
reactor;2026-07-08T14:33:42.722636;533.11;30.71;533.15
reactor;2026-07-08T14:33:43.396895;533.11;30.53;533.15
reactor;2026-07-08T14:33:44.068016;533.11;30.60;533.15
reactor;2026-07-08T14:33:44.740208;533.11;30.50;533.15
reactor;2026-07-08T14:33:45.409240;533.11;30.59;533.15
reactor;2026-07-08T14:33:46.081901;533.11;30.57;533.15
reactor;2026-07-08T14:33:46.769440;533.11;30.71;533.15
reactor;2026-07-08T14:33:47.471511;533.11;30.73;533.15
reactor;2026-07-08T14:33:48.143277;533.11;30.67;533.15
reactor;2026-07-08T14:33:48.805582;533.11;30.57;533.15
reactor;2026-07-08T14:33:49.471108;533.11;30.71;533.15
reactor;2026-07-08T14:33:50.157396;533.11;30.64;533.15
reactor;2026-07-08T14:33:50.830232;533.11;30.60;533.15
reactor;2026-07-08T14:33:51.532804;533.11;30.66;533.15
reactor;2026-07-08T14:33:52.240809;533.11;30.74;533.15
reactor;2026-07-08T14:33:52.909476;533.11;30.67;533.15
reactor;2026-07-08T14:33:53.581476;533.11;30.71;533.15
reactor;2026-07-08T14:33:54.235621;533.11;30.85;533.15
reactor;2026-07-08T14:33:54.890043;533.11;30.87;533.15
reactor;2026-07-08T14:33:55.549990;533.11;30.70;533.15
reactor;2026-07-08T14:33:56.188354;533.11;30.74;533.15
reactor;2026-07-08T14:33:56.858368;533.11;30.70;533.15
reactor;2026-07-08T14:33:57.545203;533.11;30.73;533.15
reactor;2026-07-08T14:33:58.217655;533.11;30.82;533.15
reactor;2026-07-08T14:33:58.936584;533.11;30.78;533.15
reactor;2026-07-08T14:33:59.655938;533.11;30.70;533.15
reactor;2026-07-08T14:34:00.328710;533.11;30.62;533.15
reactor;2026-07-08T14:34:00.970315;533.11;30.70;533.15
reactor;2026-07-08T14:34:01.637601;533.11;30.75;533.15
reactor;2026-07-08T14:34:02.309365;533.11;30.65;533.15
reactor;2026-07-08T14:34:02.949858;533.11;30.81;533.15
reactor;2026-07-08T14:34:03.636922;533.11;30.78;533.15
reactor;2026-07-08T14:34:04.340824;533.11;30.73;533.15
