deviceName;timestamp;processValue;workingOutput;workingSetpoint
reactor;2026-07-08T05:31:43.599477;308.15;1.26;308.15
reactor;2026-07-08T05:31:44.255386;308.15;1.15;308.15
reactor;2026-07-08T05:31:44.894908;308.15;1.14;308.15
reactor;2026-07-08T05:31:45.551674;308.15;0.99;308.15
reactor;2026-07-08T05:31:46.189282;308.15;1.21;308.15
reactor;2026-07-08T05:31:46.895223;308.15;1.29;308.15
reactor;2026-07-08T05:31:47.534000;308.15;1.30;308.15
reactor;2026-07-08T05:31:48.173370;308.15;1.21;308.15
reactor;2026-07-08T05:31:48.813052;308.15;1.05;308.15
reactor;2026-07-08T05:31:49.453091;308.14;1.40;308.15
reactor;2026-07-08T05:31:50.125028;308.14;1.45;308.15
reactor;2026-07-08T05:31:50.766980;308.15;1.21;308.15
reactor;2026-07-08T05:31:51.405569;308.15;1.02;308.15
reactor;2026-07-08T05:31:52.045195;308.15;0.97;308.15
reactor;2026-07-08T05:31:52.701591;308.15;1.01;308.15
reactor;2026-07-08T05:31:53.342399;308.15;0.98;308.15
reactor;2026-07-08T05:31:53.982522;308.15;0.87;308.15
reactor;2026-07-08T05:31:54.637657;308.15;0.90;308.15
reactor;2026-07-08T05:31:55.326682;308.15;1.00;308.15
reactor;2026-07-08T05:31:55.965114;308.15;1.02;308.15
reactor;2026-07-08T05:31:56.637167;308.15;0.94;308.15
reactor;2026-07-08T05:31:57.277977;308.15;0.74;308.15
reactor;2026-07-08T05:31:57.918206;308.15;0.86;308.15
reactor;2026-07-08T05:31:58.589359;308.15;0.96;308.15
reactor;2026-07-08T05:31:59.229686;308.15;0.93;308.15
reactor;2026-07-08T05:31:59.870192;308.15;0.89;308.15
reactor;2026-07-08T05:32:00.507955;308.15;0.85;308.15
reactor;2026-07-08T05:32:01.165544;308.15;0.81;308.15
reactor;2026-07-08T05:32:01.836606;308.15;0.83;308.15
reactor;2026-07-08T05:32:02.493498;308.15;0.85;308.15
reactor;2026-07-08T05:32:03.148285;308.15;0.91;308.15
reactor;2026-07-08T05:32:03.819923;308.15;1.06;308.15
reactor;2026-07-08T05:32:04.492135;308.15;1.12;308.15
reactor;2026-07-08T05:32:05.165086;308.15;1.13;308.15
reactor;2026-07-08T05:32:05.804226;308.15;1.00;308.15
reactor;2026-07-08T05:32:06.444222;308.15;0.73;308.15
reactor;2026-07-08T05:32:07.085674;308.15;0.78;308.15
reactor;2026-07-08T05:32:07.724909;308.15;1.05;308.15
reactor;2026-07-08T05:32:08.364565;308.15;1.18;308.15
reactor;2026-07-08T05:32:09.020803;308.15;1.22;308.15
reactor;2026-07-08T05:32:09.675449;308.15;1.18;308.15
reactor;2026-07-08T05:32:10.331800;308.15;1.30;308.15
reactor;2026-07-08T05:32:10.972089;308.15;1.34;308.15
reactor;2026-07-08T05:32:11.627836;308.15;1.21;308.15
reactor;2026-07-08T05:32:12.285167;308.15;1.27;308.15
reactor;2026-07-08T05:32:12.955862;308.15;1.17;308.15
reactor;2026-07-08T05:32:13.595001;308.15;0.69;308.15
reactor;2026-07-08T05:32:14.252971;308.16;0.56;308.15
reactor;2026-07-08T05:32:14.907372;308.15;0.79;308.15
reactor;2026-07-08T05:32:15.578564;308.15;0.75;308.15
reactor;2026-07-08T05:32:16.220307;308.15;0.71;308.15
reactor;2026-07-08T05:32:16.890278;308.15;0.92;308.15
reactor;2026-07-08T05:32:17.547075;308.15;1.15;308.15
