deviceName;timestamp;processValue;workingOutput;workingSetpoint
reactor;2026-07-08T03:32:37.091492;308.15;1.05;308.15
reactor;2026-07-08T03:32:37.731346;308.15;1.26;308.15
reactor;2026-07-08T03:32:38.387644;308.15;1.23;308.15
reactor;2026-07-08T03:32:39.059449;308.15;1.25;308.15
reactor;2026-07-08T03:32:39.732378;308.15;1.13;308.15
reactor;2026-07-08T03:32:40.370993;308.15;0.90;308.15
reactor;2026-07-08T03:32:41.027873;308.16;0.69;308.15
reactor;2026-07-08T03:32:41.685018;308.15;0.86;308.15
reactor;2026-07-08T03:32:42.322606;308.15;0.82;308.15
reactor;2026-07-08T03:32:42.994634;308.15;0.90;308.15
reactor;2026-07-08T03:32:43.651260;308.15;0.91;308.15
reactor;2026-07-08T03:32:44.290577;308.15;1.24;308.15
reactor;2026-07-08T03:32:44.947834;308.15;1.27;308.15
reactor;2026-07-08T03:32:45.602350;308.15;1.20;308.15
reactor;2026-07-08T03:32:46.275546;308.15;0.94;308.15
reactor;2026-07-08T03:32:46.914877;308.15;1.14;308.15
reactor;2026-07-08T03:32:47.588126;308.15;1.18;308.15
reactor;2026-07-08T03:32:48.259778;308.15;1.34;308.15
reactor;2026-07-08T03:32:48.914746;308.14;1.41;308.15
reactor;2026-07-08T03:32:49.571154;308.14;1.46;308.15
reactor;2026-07-08T03:32:50.226130;308.15;1.20;308.15
reactor;2026-07-08T03:32:50.897612;308.15;1.13;308.15
reactor;2026-07-08T03:32:51.555860;308.15;1.18;308.15
reactor;2026-07-08T03:32:52.210094;308.15;0.88;308.15
reactor;2026-07-08T03:32:52.851095;308.15;0.98;308.15
reactor;2026-07-08T03:32:53.506132;308.15;1.02;308.15
reactor;2026-07-08T03:32:54.163140;308.15;0.94;308.15
reactor;2026-07-08T03:32:54.801829;308.15;0.91;308.15
reactor;2026-07-08T03:32:55.441175;308.15;0.93;308.15
reactor;2026-07-08T03:32:56.080873;308.15;0.92;308.15
reactor;2026-07-08T03:32:56.722149;308.15;1.09;308.15
reactor;2026-07-08T03:32:57.361066;308.15;0.98;308.15
reactor;2026-07-08T03:32:58.033458;308.15;1.01;308.15
reactor;2026-07-08T03:32:58.674565;308.15;0.91;308.15
reactor;2026-07-08T03:32:59.361264;308.15;1.13;308.15
reactor;2026-07-08T03:33:00.034483;308.15;0.92;308.15
reactor;2026-07-08T03:33:00.689831;308.15;0.91;308.15
reactor;2026-07-08T03:33:01.345379;308.15;0.88;308.15
reactor;2026-07-08T03:33:02.000269;308.15;1.09;308.15
reactor;2026-07-08T03:33:02.657981;308.15;1.16;308.15
reactor;2026-07-08T03:33:03.312193;308.15;1.11;308.15
reactor;2026-07-08T03:33:03.969846;308.15;1.29;308.15
reactor;2026-07-08T03:33:04.607466;308.15;1.08;308.15
reactor;2026-07-08T03:33:05.248294;308.15;1.03;308.15
reactor;2026-07-08T03:33:05.889700;308.15;1.10;308.15
reactor;2026-07-08T03:33:06.559285;308.15;0.98;308.15
reactor;2026-07-08T03:33:07.201357;308.15;0.77;308.15
reactor;2026-07-08T03:33:07.855848;308.15;0.89;308.15
reactor;2026-07-08T03:33:08.496258;308.15;0.93;308.15
reactor;2026-07-08T03:33:09.167869;308.15;0.82;308.15
reactor;2026-07-08T03:33:09.841069;308.15;0.71;308.15
reactor;2026-07-08T03:33:10.479908;308.15;0.80;308.15
reactor;2026-07-08T03:33:11.120155;308.15;0.84;308.15
reactor;2026-07-08T03:33:11.758959;308.15;1.11;308.15
reactor;2026-07-08T03:33:12.431096;308.15;1.24;308.15
reactor;2026-07-08T03:33:13.072666;308.15;1.20;308.15
reactor;2026-07-08T03:33:13.710297;308.15;1.13;308.15
reactor;2026-07-08T03:33:14.351439;308.15;0.97;308.15
reactor;2026-07-08T03:33:15.022392;308.15;0.97;308.15
reactor;2026-07-08T03:33:15.696308;308.15;1.13;308.15
reactor;2026-07-08T03:33:16.382082;308.15;1.04;308.15
reactor;2026-07-08T03:33:17.021850;308.15;1.07;308.15
reactor;2026-07-08T03:33:17.679532;308.15;1.23;308.15
reactor;2026-07-08T03:33:18.349904;308.15;0.95;308.15
reactor;2026-07-08T03:33:19.006408;308.15;0.95;308.15
reactor;2026-07-08T03:33:19.663064;308.15;0.94;308.15
reactor;2026-07-08T03:33:20.302433;308.15;1.14;308.15
reactor;2026-07-08T03:33:20.975440;308.15;1.01;308.15
reactor;2026-07-08T03:33:21.645905;308.15;0.89;308.15
reactor;2026-07-08T03:33:22.303030;308.15;0.72;308.15
reactor;2026-07-08T03:33:22.942615;308.15;0.69;308.15
reactor;2026-07-08T03:33:23.598562;308.15;0.72;308.15
reactor;2026-07-08T03:33:24.237298;308.15;0.93;308.15
reactor;2026-07-08T03:33:24.909052;308.15;0.82;308.15
reactor;2026-07-08T03:33:25.549081;308.15;0.75;308.15
reactor;2026-07-08T03:33:26.222041;308.15;1.07;308.15
reactor;2026-07-08T03:33:26.876620;308.15;1.06;308.15
reactor;2026-07-08T03:33:27.550264;308.15;1.17;308.15
reactor;2026-07-08T03:33:28.222350;308.15;1.19;308.15
reactor;2026-07-08T03:33:28.861027;308.15;1.17;308.15
reactor;2026-07-08T03:33:29.533949;308.15;1.22;308.15
reactor;2026-07-08T03:33:30.174423;308.15;1.10;308.15
reactor;2026-07-08T03:33:30.828659;308.15;1.22;308.15
reactor;2026-07-08T03:33:31.486214;308.15;1.30;308.15
reactor;2026-07-08T03:33:32.124152;308.15;1.27;308.15
reactor;2026-07-08T03:33:32.796941;308.15;1.23;308.15
reactor;2026-07-08T03:33:33.454242;308.15;1.01;308.15
reactor;2026-07-08T03:33:34.092245;308.15;1.01;308.15
reactor;2026-07-08T03:33:34.732724;308.15;1.05;308.15
reactor;2026-07-08T03:33:35.404545;308.15;0.99;308.15
reactor;2026-07-08T03:33:36.061482;308.15;0.69;308.15
reactor;2026-07-08T03:33:36.701535;308.15;0.82;308.15
reactor;2026-07-08T03:33:37.339501;308.15;0.74;308.15
reactor;2026-07-08T03:33:37.981615;308.16;0.57;308.15
reactor;2026-07-08T03:33:38.636941;308.15;0.70;308.15
reactor;2026-07-08T03:33:39.275359;308.15;0.93;308.15
reactor;2026-07-08T03:33:39.916161;308.15;1.01;308.15
reactor;2026-07-08T03:33:40.556911;308.15;1.02;308.15
reactor;2026-07-08T03:33:41.211862;308.15;1.00;308.15
reactor;2026-07-08T03:33:41.867726;308.15;0.83;308.15
reactor;2026-07-08T03:33:42.538673;308.15;0.82;308.15
reactor;2026-07-08T03:33:43.179291;308.15;0.86;308.15
reactor;2026-07-08T03:33:43.819801;308.15;0.92;308.15
reactor;2026-07-08T03:33:44.459509;308.15;0.74;308.15
reactor;2026-07-08T03:33:45.100497;308.15;0.88;308.15
reactor;2026-07-08T03:33:45.771813;308.15;1.22;308.15
reactor;2026-07-08T03:33:46.458663;308.15;1.03;308.15
reactor;2026-07-08T03:33:47.098357;308.15;1.04;308.15
reactor;2026-07-08T03:33:47.738895;308.15;1.04;308.15
reactor;2026-07-08T03:33:48.396180;308.15;1.10;308.15
reactor;2026-07-08T03:33:49.051572;308.15;1.16;308.15
reactor;2026-07-08T03:33:49.722647;308.15;1.08;308.15
reactor;2026-07-08T03:33:50.378565;308.15;1.11;308.15
reactor;2026-07-08T03:33:51.035112;308.15;1.20;308.15
reactor;2026-07-08T03:33:51.675552;308.15;1.15;308.15
reactor;2026-07-08T03:33:52.315188;308.15;1.16;308.15
reactor;2026-07-08T03:33:52.955285;308.15;1.23;308.15
reactor;2026-07-08T03:33:53.625828;308.15;1.27;308.15
reactor;2026-07-08T03:33:54.265601;308.15;1.29;308.15
reactor;2026-07-08T03:33:54.905907;308.15;1.26;308.15
reactor;2026-07-08T03:33:55.593765;308.15;1.13;308.15
reactor;2026-07-08T03:33:56.251067;308.15;0.96;308.15
reactor;2026-07-08T03:33:56.906800;308.15;0.77;308.15
reactor;2026-07-08T03:33:57.577353;308.15;1.01;308.15
reactor;2026-07-08T03:33:58.216893;308.15;0.93;308.15
reactor;2026-07-08T03:33:58.888886;308.15;0.76;308.15
reactor;2026-07-08T03:33:59.529578;308.15;0.87;308.15
reactor;2026-07-08T03:34:00.201136;308.15;0.88;308.15
reactor;2026-07-08T03:34:00.842580;308.15;1.02;308.15
reactor;2026-07-08T03:34:01.497918;308.15;0.94;308.15
reactor;2026-07-08T03:34:02.138430;308.15;0.91;308.15
reactor;2026-07-08T03:34:02.776475;308.15;1.04;308.15
reactor;2026-07-08T03:34:03.417396;308.15;0.94;308.15
reactor;2026-07-08T03:34:04.090076;308.15;1.08;308.15
reactor;2026-07-08T03:34:04.761979;308.15;1.19;308.15
reactor;2026-07-08T03:34:05.416016;308.15;1.20;308.15
reactor;2026-07-08T03:34:06.071845;308.15;1.25;308.15
reactor;2026-07-08T03:34:06.712443;308.14;1.32;308.15
reactor;2026-07-08T03:34:07.432324;308.15;1.11;308.15
reactor;2026-07-08T03:34:08.104666;308.15;1.09;308.15
reactor;2026-07-08T03:34:08.744508;308.15;0.92;308.15
reactor;2026-07-08T03:34:09.399813;308.15;0.88;308.15
reactor;2026-07-08T03:34:10.040208;308.15;0.88;308.15
reactor;2026-07-08T03:34:10.697141;308.15;1.14;308.15
reactor;2026-07-08T03:34:11.335730;308.15;1.16;308.15
reactor;2026-07-08T03:34:12.008527;308.14;1.31;308.15
reactor;2026-07-08T03:34:12.664143;308.15;1.08;308.15
reactor;2026-07-08T03:34:13.305229;308.15;0.95;308.15
reactor;2026-07-08T03:34:13.975329;308.15;0.82;308.15
reactor;2026-07-08T03:34:14.615015;308.15;0.74;308.15
reactor;2026-07-08T03:34:15.271127;308.15;0.62;308.15
reactor;2026-07-08T03:34:15.912680;308.15;0.83;308.15
reactor;2026-07-08T03:34:16.567639;308.15;0.82;308.15
reactor;2026-07-08T03:34:17.240423;308.15;0.81;308.15
reactor;2026-07-08T03:34:17.910561;308.15;0.81;308.15
reactor;2026-07-08T03:34:18.550368;308.15;0.81;308.15
reactor;2026-07-08T03:34:19.224627;308.15;0.95;308.15
reactor;2026-07-08T03:34:19.878283;308.15;1.02;308.15
reactor;2026-07-08T03:34:20.550026;308.15;0.88;308.15
reactor;2026-07-08T03:34:21.206893;308.15;1.02;308.15
reactor;2026-07-08T03:34:21.862016;308.15;0.78;308.15
reactor;2026-07-08T03:34:22.504250;308.15;0.81;308.15
reactor;2026-07-08T03:34:23.143670;308.15;0.87;308.15
reactor;2026-07-08T03:34:23.782936;308.15;1.13;308.15
reactor;2026-07-08T03:34:24.454994;308.15;1.14;308.15
reactor;2026-07-08T03:34:25.095325;308.15;0.98;308.15
reactor;2026-07-08T03:34:25.765354;308.15;0.78;308.15
reactor;2026-07-08T03:34:26.422726;308.15;0.75;308.15
reactor;2026-07-08T03:34:27.095146;308.15;0.74;308.15
reactor;2026-07-08T03:34:27.782694;308.15;0.95;308.15
reactor;2026-07-08T03:34:28.438002;308.15;0.89;308.15
reactor;2026-07-08T03:34:29.109657;308.15;0.95;308.15
reactor;2026-07-08T03:34:29.764915;308.15;0.90;308.15
reactor;2026-07-08T03:34:30.438155;308.15;1.08;308.15
reactor;2026-07-08T03:34:31.110764;308.15;1.36;308.15
reactor;2026-07-08T03:34:31.765133;308.15;1.07;308.15
reactor;2026-07-08T03:34:32.422323;308.15;0.91;308.15
reactor;2026-07-08T03:34:33.061225;308.15;0.96;308.15
reactor;2026-07-08T03:34:33.701295;308.15;1.00;308.15
reactor;2026-07-08T03:34:34.374152;308.15;1.12;308.15
reactor;2026-07-08T03:34:35.013872;308.15;1.04;308.15
reactor;2026-07-08T03:34:35.668199;308.15;1.01;308.15
reactor;2026-07-08T03:34:36.310515;308.15;1.17;308.15
reactor;2026-07-08T03:34:36.949070;308.15;1.14;308.15
reactor;2026-07-08T03:34:37.603836;308.15;1.06;308.15
reactor;2026-07-08T03:34:38.246214;308.15;0.95;308.15
reactor;2026-07-08T03:34:38.932868;308.15;1.11;308.15
reactor;2026-07-08T03:34:39.604968;308.15;1.10;308.15
reactor;2026-07-08T03:34:40.244029;308.15;1.24;308.15
reactor;2026-07-08T03:34:40.916846;308.15;1.20;308.15
reactor;2026-07-08T03:34:41.571698;308.15;1.04;308.15
reactor;2026-07-08T03:34:42.245678;308.15;1.18;308.15
reactor;2026-07-08T03:34:42.884808;308.15;0.99;308.15
reactor;2026-07-08T03:34:43.524301;308.15;1.12;308.15
reactor;2026-07-08T03:34:44.196337;308.15;1.24;308.15
reactor;2026-07-08T03:34:44.835617;308.15;1.20;308.15
reactor;2026-07-08T03:34:45.477219;308.15;1.01;308.15
reactor;2026-07-08T03:34:46.147192;308.15;0.99;308.15
reactor;2026-07-08T03:34:46.789228;308.14;1.43;308.15
reactor;2026-07-08T03:34:47.461176;308.14;1.28;308.15
reactor;2026-07-08T03:34:48.100625;308.14;1.47;308.15
reactor;2026-07-08T03:34:48.754711;308.14;1.40;308.15
reactor;2026-07-08T03:34:49.396763;308.14;1.26;308.15
reactor;2026-07-08T03:34:50.050887;308.15;1.16;308.15
reactor;2026-07-08T03:34:50.707097;308.14;1.28;308.15
reactor;2026-07-08T03:34:51.379467;308.15;1.14;308.15
reactor;2026-07-08T03:34:52.052672;308.14;1.31;308.15
reactor;2026-07-08T03:34:52.723384;308.14;1.27;308.15
reactor;2026-07-08T03:34:53.362913;308.14;1.24;308.15
reactor;2026-07-08T03:34:54.004446;308.14;1.25;308.15
reactor;2026-07-08T03:34:54.675053;308.14;1.38;308.15
reactor;2026-07-08T03:34:55.314851;308.14;1.40;308.15
reactor;2026-07-08T03:34:55.969850;308.14;1.37;308.15
reactor;2026-07-08T03:34:56.611893;308.14;1.15;308.15
reactor;2026-07-08T03:34:57.266716;308.14;1.18;308.15
reactor;2026-07-08T03:34:57.906844;308.14;1.17;308.15
reactor;2026-07-08T03:34:58.546400;308.15;1.04;308.15
reactor;2026-07-08T03:34:59.186441;308.15;1.04;308.15
reactor;2026-07-08T03:34:59.827131;308.14;1.20;308.15
reactor;2026-07-08T03:35:00.466149;308.15;0.91;308.15
reactor;2026-07-08T03:35:01.138995;308.15;1.07;308.15
reactor;2026-07-08T03:35:01.827320;308.14;1.18;308.15
reactor;2026-07-08T03:35:02.498826;308.14;1.36;308.15
reactor;2026-07-08T03:35:03.170803;308.14;1.15;308.15
reactor;2026-07-08T03:35:03.810865;308.14;1.35;308.15
reactor;2026-07-08T03:35:04.481761;308.15;0.91;308.15
reactor;2026-07-08T03:35:05.137223;308.15;0.95;308.15
reactor;2026-07-08T03:35:05.792676;308.15;0.89;308.15
reactor;2026-07-08T03:35:06.450676;308.15;0.82;308.15
reactor;2026-07-08T03:35:07.090293;308.15;0.67;308.15
reactor;2026-07-08T03:35:07.760848;308.15;0.61;308.15
reactor;2026-07-08T03:35:08.401019;308.15;0.77;308.15
reactor;2026-07-08T03:35:09.058377;308.15;0.93;308.15
reactor;2026-07-08T03:35:09.728315;308.15;0.76;308.15
reactor;2026-07-08T03:35:10.369048;308.15;0.85;308.15
reactor;2026-07-08T03:35:11.025833;308.15;0.90;308.15
reactor;2026-07-08T03:35:11.664284;308.15;0.81;308.15
reactor;2026-07-08T03:35:12.322219;308.15;0.94;308.15
reactor;2026-07-08T03:35:12.962138;308.15;0.71;308.15
reactor;2026-07-08T03:35:13.666006;308.15;0.76;308.15
reactor;2026-07-08T03:35:14.304287;308.15;0.84;308.15
reactor;2026-07-08T03:35:14.943354;308.15;0.81;308.15
reactor;2026-07-08T03:35:15.616898;308.15;0.71;308.15
reactor;2026-07-08T03:35:16.256151;308.15;0.73;308.15
reactor;2026-07-08T03:35:16.896723;308.15;0.80;308.15
reactor;2026-07-08T03:35:17.551270;308.15;0.87;308.15
reactor;2026-07-08T03:35:18.208331;308.15;0.91;308.15
reactor;2026-07-08T03:35:18.848920;308.15;0.90;308.15
reactor;2026-07-08T03:35:19.489325;308.15;1.04;308.15
reactor;2026-07-08T03:35:20.128855;308.15;0.99;308.15
reactor;2026-07-08T03:35:20.799214;308.15;0.78;308.15
reactor;2026-07-08T03:35:21.454901;308.16;0.60;308.15
reactor;2026-07-08T03:35:22.127127;308.15;0.75;308.15
reactor;2026-07-08T03:35:22.799494;308.15;0.93;308.15
reactor;2026-07-08T03:35:23.438822;308.15;1.11;308.15
reactor;2026-07-08T03:35:24.110650;308.15;1.02;308.15
reactor;2026-07-08T03:35:24.752738;308.15;1.08;308.15
reactor;2026-07-08T03:35:25.423253;308.15;0.99;308.15
reactor;2026-07-08T03:35:26.112128;308.15;0.84;308.15
reactor;2026-07-08T03:35:26.750364;308.15;0.75;308.15
reactor;2026-07-08T03:35:27.422781;308.15;0.88;308.15
reactor;2026-07-08T03:35:28.111708;308.15;0.97;308.15
reactor;2026-07-08T03:35:28.766152;308.15;0.89;308.15
reactor;2026-07-08T03:35:29.407329;308.15;0.98;308.15
reactor;2026-07-08T03:35:30.046323;308.15;0.80;308.15
reactor;2026-07-08T03:35:30.734336;308.15;0.79;308.15
reactor;2026-07-08T03:35:31.406874;308.15;0.78;308.15
reactor;2026-07-08T03:35:32.046713;308.15;0.90;308.15
reactor;2026-07-08T03:35:32.686914;308.15;1.02;308.15
reactor;2026-07-08T03:35:33.325179;308.15;0.95;308.15
reactor;2026-07-08T03:35:33.998262;308.15;1.00;308.15
reactor;2026-07-08T03:35:34.670503;308.15;0.81;308.15
reactor;2026-07-08T03:35:35.327444;308.15;0.82;308.15
reactor;2026-07-08T03:35:35.997159;308.16;0.71;308.15
reactor;2026-07-08T03:35:36.670650;308.16;0.64;308.15
reactor;2026-07-08T03:35:37.341950;308.15;0.87;308.15
reactor;2026-07-08T03:35:38.014347;308.15;1.23;308.15
reactor;2026-07-08T03:35:38.668630;308.15;1.26;308.15
reactor;2026-07-08T03:35:39.340387;308.15;1.22;308.15
reactor;2026-07-08T03:35:39.998360;308.15;1.12;308.15
reactor;2026-07-08T03:35:40.653867;308.15;1.09;308.15
reactor;2026-07-08T03:35:41.294327;308.15;0.90;308.15
reactor;2026-07-08T03:35:41.948379;308.15;1.06;308.15
reactor;2026-07-08T03:35:42.605522;308.15;1.11;308.15
reactor;2026-07-08T03:35:43.278211;308.15;0.81;308.15
reactor;2026-07-08T03:35:43.916607;308.15;0.78;308.15
reactor;2026-07-08T03:35:44.556397;308.15;0.86;308.15
reactor;2026-07-08T03:35:45.243823;308.15;0.87;308.15
reactor;2026-07-08T03:35:45.900298;308.15;0.83;308.15
reactor;2026-07-08T03:35:46.556754;308.15;1.00;308.15
reactor;2026-07-08T03:35:47.211624;308.15;1.21;308.15
reactor;2026-07-08T03:35:47.867755;308.15;0.95;308.15
reactor;2026-07-08T03:35:48.540233;308.15;0.99;308.15
reactor;2026-07-08T03:35:49.195394;308.15;1.32;308.15
reactor;2026-07-08T03:35:49.868435;308.15;1.30;308.15
reactor;2026-07-08T03:35:50.523155;308.15;1.13;308.15
reactor;2026-07-08T03:35:51.164466;308.15;0.99;308.15
reactor;2026-07-08T03:35:51.819438;308.15;1.05;308.15
reactor;2026-07-08T03:35:52.475804;308.15;1.06;308.15
reactor;2026-07-08T03:35:53.131320;308.15;0.92;308.15
reactor;2026-07-08T03:35:53.787240;308.15;0.84;308.15
reactor;2026-07-08T03:35:54.427106;308.15;0.88;308.15
reactor;2026-07-08T03:35:55.098541;308.15;1.17;308.15
reactor;2026-07-08T03:35:55.739960;308.15;1.22;308.15
reactor;2026-07-08T03:35:56.378512;308.15;1.23;308.15
reactor;2026-07-08T03:35:57.051814;308.15;0.95;308.15
reactor;2026-07-08T03:35:57.690226;308.15;0.92;308.15
reactor;2026-07-08T03:35:58.345936;308.15;0.98;308.15
reactor;2026-07-08T03:35:58.986771;308.15;1.03;308.15
reactor;2026-07-08T03:35:59.674640;308.15;0.89;308.15
reactor;2026-07-08T03:36:00.330682;308.15;1.00;308.15
reactor;2026-07-08T03:36:00.970877;308.15;0.97;308.15
reactor;2026-07-08T03:36:01.642704;308.15;1.39;308.15
reactor;2026-07-08T03:36:02.314088;308.14;1.80;308.15
reactor;2026-07-08T03:36:02.955005;308.14;1.57;308.15
reactor;2026-07-08T03:36:03.626997;308.15;1.29;308.15
reactor;2026-07-08T03:36:04.267106;308.15;1.05;308.15
reactor;2026-07-08T03:36:04.905872;308.15;1.24;308.15
reactor;2026-07-08T03:36:05.546210;308.14;1.39;308.15
reactor;2026-07-08T03:36:06.218305;308.15;1.10;308.15
reactor;2026-07-08T03:36:06.890741;308.15;1.20;308.15
reactor;2026-07-08T03:36:07.530658;308.15;1.16;308.15
reactor;2026-07-08T03:36:08.170950;308.15;1.11;308.15
reactor;2026-07-08T03:36:08.841054;308.14;1.27;308.15
reactor;2026-07-08T03:36:09.512728;308.14;1.39;308.15
reactor;2026-07-08T03:36:10.202332;308.14;1.35;308.15
reactor;2026-07-08T03:36:10.857448;308.14;1.24;308.15
reactor;2026-07-08T03:36:11.512697;308.14;1.43;308.15
reactor;2026-07-08T03:36:12.154058;308.14;1.26;308.15
reactor;2026-07-08T03:36:12.826218;308.14;1.28;308.15
reactor;2026-07-08T03:36:13.463996;308.15;1.02;308.15
reactor;2026-07-08T03:36:14.154134;308.15;1.10;308.15
reactor;2026-07-08T03:36:14.824263;308.15;1.11;308.15
reactor;2026-07-08T03:36:15.465520;308.15;0.89;308.15
reactor;2026-07-08T03:36:16.104902;308.15;0.90;308.15
reactor;2026-07-08T03:36:16.744356;308.15;0.78;308.15
reactor;2026-07-08T03:36:17.401559;308.15;0.86;308.15
reactor;2026-07-08T03:36:18.055976;308.15;0.89;308.15
reactor;2026-07-08T03:36:18.727874;308.15;1.11;308.15
reactor;2026-07-08T03:36:19.383306;308.14;1.38;308.15
reactor;2026-07-08T03:36:20.023944;308.14;1.40;308.15
