deviceName;timestamp;processValue;workingOutput;workingSetpoint
reactor;2026-07-08T00:31:23.802230;308.15;0.74;308.15
reactor;2026-07-08T00:31:24.457064;308.15;0.86;308.15
reactor;2026-07-08T00:31:25.114393;308.15;1.03;308.15
reactor;2026-07-08T00:31:25.771062;308.15;1.07;308.15
reactor;2026-07-08T00:31:26.427164;308.15;0.99;308.15
reactor;2026-07-08T00:31:27.065889;308.15;0.88;308.15
reactor;2026-07-08T00:31:27.721374;308.15;1.05;308.15
reactor;2026-07-08T00:31:28.378050;308.15;1.13;308.15
reactor;2026-07-08T00:31:29.017675;308.15;1.17;308.15
reactor;2026-07-08T00:31:29.673880;308.15;1.14;308.15
reactor;2026-07-08T00:31:30.313363;308.15;1.33;308.15
reactor;2026-07-08T00:31:30.969394;308.15;1.18;308.15
reactor;2026-07-08T00:31:31.641546;308.15;1.08;308.15
reactor;2026-07-08T00:31:32.312588;308.15;1.00;308.15
reactor;2026-07-08T00:31:32.969040;308.15;1.12;308.15
reactor;2026-07-08T00:31:33.625788;308.15;1.02;308.15
reactor;2026-07-08T00:31:34.280904;308.15;0.87;308.15
reactor;2026-07-08T00:31:34.936236;308.15;1.00;308.15
reactor;2026-07-08T00:31:35.593288;308.15;1.05;308.15
reactor;2026-07-08T00:31:36.247888;308.15;1.12;308.15
reactor;2026-07-08T00:31:36.905544;308.14;1.42;308.15
reactor;2026-07-08T00:31:37.560853;308.14;1.34;308.15
reactor;2026-07-08T00:31:38.215331;308.15;1.20;308.15
reactor;2026-07-08T00:31:38.855576;308.14;1.37;308.15
reactor;2026-07-08T00:31:39.511606;308.14;1.38;308.15
reactor;2026-07-08T00:31:40.168455;308.14;1.26;308.15
reactor;2026-07-08T00:31:40.808612;308.15;1.02;308.15
reactor;2026-07-08T00:31:41.463918;308.15;0.92;308.15
reactor;2026-07-08T00:31:42.118791;308.15;0.85;308.15
reactor;2026-07-08T00:31:42.776021;308.15;0.88;308.15
reactor;2026-07-08T00:31:43.448725;308.15;0.88;308.15
reactor;2026-07-08T00:31:44.103422;308.15;0.97;308.15
reactor;2026-07-08T00:31:44.758590;308.15;1.03;308.15
reactor;2026-07-08T00:31:45.416328;308.14;1.30;308.15
reactor;2026-07-08T00:31:46.103283;308.14;1.40;308.15
reactor;2026-07-08T00:31:46.759691;308.14;1.42;308.15
reactor;2026-07-08T00:31:47.414256;308.14;1.30;308.15
reactor;2026-07-08T00:31:48.086305;308.14;1.21;308.15
reactor;2026-07-08T00:31:48.742795;308.15;1.12;308.15
reactor;2026-07-08T00:31:49.415388;308.15;1.06;308.15
reactor;2026-07-08T00:31:50.070785;308.14;1.28;308.15
reactor;2026-07-08T00:31:50.727930;308.15;1.16;308.15
reactor;2026-07-08T00:31:51.366459;308.15;1.03;308.15
reactor;2026-07-08T00:31:52.038629;308.15;0.99;308.15
reactor;2026-07-08T00:31:52.678198;308.15;0.99;308.15
reactor;2026-07-08T00:31:53.318097;308.15;0.63;308.15
reactor;2026-07-08T00:31:53.958746;308.15;0.75;308.15
reactor;2026-07-08T00:31:54.597540;308.14;1.24;308.15
reactor;2026-07-08T00:31:55.238054;308.14;1.21;308.15
reactor;2026-07-08T00:31:55.910765;308.15;1.15;308.15
reactor;2026-07-08T00:31:56.548881;308.15;1.16;308.15
reactor;2026-07-08T00:31:57.191287;308.15;1.13;308.15
reactor;2026-07-08T00:31:57.829096;308.15;1.06;308.15
reactor;2026-07-08T00:31:58.469313;308.15;0.99;308.15
reactor;2026-07-08T00:31:59.143009;308.15;1.16;308.15
reactor;2026-07-08T00:31:59.782772;308.15;1.10;308.15
reactor;2026-07-08T00:32:00.422360;308.14;1.21;308.15
reactor;2026-07-08T00:32:01.077157;308.14;1.30;308.15
reactor;2026-07-08T00:32:01.734414;308.14;1.23;308.15
reactor;2026-07-08T00:32:02.389075;308.15;1.05;308.15
reactor;2026-07-08T00:32:03.060278;308.15;1.13;308.15
reactor;2026-07-08T00:32:03.717672;308.15;0.84;308.15
reactor;2026-07-08T00:32:04.372591;308.15;0.76;308.15
reactor;2026-07-08T00:32:05.044060;308.15;0.79;308.15
reactor;2026-07-08T00:32:05.686390;308.15;0.85;308.15
reactor;2026-07-08T00:32:06.357501;308.15;1.03;308.15
reactor;2026-07-08T00:32:06.997715;308.15;0.89;308.15
reactor;2026-07-08T00:32:07.685038;308.15;1.00;308.15
reactor;2026-07-08T00:32:08.356615;308.15;0.97;308.15
reactor;2026-07-08T00:32:08.997798;308.15;0.91;308.15
reactor;2026-07-08T00:32:09.667945;308.15;1.07;308.15
reactor;2026-07-08T00:32:10.307746;308.15;1.01;308.15
reactor;2026-07-08T00:32:10.947966;308.15;0.73;308.15
reactor;2026-07-08T00:32:11.605334;308.15;0.81;308.15
reactor;2026-07-08T00:32:12.260263;308.15;0.89;308.15
reactor;2026-07-08T00:32:12.915727;308.15;0.91;308.15
reactor;2026-07-08T00:32:13.587833;308.15;0.90;308.15
reactor;2026-07-08T00:32:14.244764;308.15;0.68;308.15
reactor;2026-07-08T00:32:14.884646;308.16;0.60;308.15
reactor;2026-07-08T00:32:15.538589;308.15;0.74;308.15
reactor;2026-07-08T00:32:16.179522;308.16;0.51;308.15
reactor;2026-07-08T00:32:16.820396;308.16;0.60;308.15
reactor;2026-07-08T00:32:17.476214;308.16;0.54;308.15
reactor;2026-07-08T00:32:18.131339;308.15;0.84;308.15
reactor;2026-07-08T00:32:18.771787;308.15;1.13;308.15
reactor;2026-07-08T00:32:19.444105;308.15;1.23;308.15
reactor;2026-07-08T00:32:20.083374;308.15;1.07;308.15
reactor;2026-07-08T00:32:20.722345;308.15;1.23;308.15
reactor;2026-07-08T00:32:21.362592;308.15;1.26;308.15
reactor;2026-07-08T00:32:22.001872;308.15;1.36;308.15
reactor;2026-07-08T00:32:22.674225;308.15;1.32;308.15
reactor;2026-07-08T00:32:23.331213;308.15;1.22;308.15
reactor;2026-07-08T00:32:24.003795;308.15;1.07;308.15
reactor;2026-07-08T00:32:24.675549;308.15;0.93;308.15
reactor;2026-07-08T00:32:25.347431;308.15;0.92;308.15
reactor;2026-07-08T00:32:26.017328;308.15;1.10;308.15
reactor;2026-07-08T00:32:26.657104;308.15;1.06;308.15
reactor;2026-07-08T00:32:27.299346;308.15;0.98;308.15
reactor;2026-07-08T00:32:27.954533;308.15;1.04;308.15
reactor;2026-07-08T00:32:28.595062;308.15;1.05;308.15
reactor;2026-07-08T00:32:29.250328;308.15;0.89;308.15
reactor;2026-07-08T00:32:29.905487;308.15;0.84;308.15
reactor;2026-07-08T00:32:30.578781;308.15;1.03;308.15
reactor;2026-07-08T00:32:31.218734;308.15;0.93;308.15
reactor;2026-07-08T00:32:31.874883;308.15;0.72;308.15
reactor;2026-07-08T00:32:32.528779;308.16;0.65;308.15
reactor;2026-07-08T00:32:33.169701;308.15;0.86;308.15
reactor;2026-07-08T00:32:33.826152;308.15;0.86;308.15
reactor;2026-07-08T00:32:34.481792;308.15;0.85;308.15
reactor;2026-07-08T00:32:35.120610;308.15;0.84;308.15
reactor;2026-07-08T00:32:35.760587;308.15;1.06;308.15
reactor;2026-07-08T00:32:36.401882;308.15;0.81;308.15
reactor;2026-07-08T00:32:37.072204;308.15;0.79;308.15
reactor;2026-07-08T00:32:37.712995;308.16;0.62;308.15
reactor;2026-07-08T00:32:38.352447;308.16;0.76;308.15
reactor;2026-07-08T00:32:38.992216;308.15;0.95;308.15
reactor;2026-07-08T00:32:39.632114;308.15;1.09;308.15
reactor;2026-07-08T00:32:40.271980;308.16;0.63;308.15
reactor;2026-07-08T00:32:40.944696;308.15;0.82;308.15
reactor;2026-07-08T00:32:41.584997;308.15;0.99;308.15
reactor;2026-07-08T00:32:42.225375;308.15;0.97;308.15
reactor;2026-07-08T00:32:42.896714;308.15;1.28;308.15
reactor;2026-07-08T00:32:43.535881;308.15;1.20;308.15
reactor;2026-07-08T00:32:44.175922;308.15;1.26;308.15
reactor;2026-07-08T00:32:44.816044;308.15;1.13;308.15
reactor;2026-07-08T00:32:45.456008;308.15;1.24;308.15
reactor;2026-07-08T00:32:46.095245;308.15;0.82;308.15
reactor;2026-07-08T00:32:46.734942;308.15;0.82;308.15
reactor;2026-07-08T00:32:47.392348;308.16;0.75;308.15
reactor;2026-07-08T00:32:48.030968;308.16;0.58;308.15
reactor;2026-07-08T00:32:48.687666;308.16;0.65;308.15
reactor;2026-07-08T00:32:49.360414;308.15;0.98;308.15
reactor;2026-07-08T00:32:50.014578;308.15;1.26;308.15
reactor;2026-07-08T00:32:50.687873;308.15;1.43;308.15
reactor;2026-07-08T00:32:51.342924;308.15;1.39;308.15
reactor;2026-07-08T00:32:51.983134;308.14;1.43;308.15
reactor;2026-07-08T00:32:52.638393;308.15;1.18;308.15
reactor;2026-07-08T00:32:53.278898;308.15;1.13;308.15
reactor;2026-07-08T00:32:53.920461;308.15;0.99;308.15
reactor;2026-07-08T00:32:54.592160;308.15;0.85;308.15
reactor;2026-07-08T00:32:55.230565;308.15;0.98;308.15
reactor;2026-07-08T00:32:55.871708;308.15;1.22;308.15
reactor;2026-07-08T00:32:56.542400;308.15;1.34;308.15
reactor;2026-07-08T00:32:57.182031;308.14;1.47;308.15
reactor;2026-07-08T00:32:57.821764;308.14;1.44;308.15
reactor;2026-07-08T00:32:58.494557;308.14;1.36;308.15
reactor;2026-07-08T00:32:59.150388;308.15;1.24;308.15
reactor;2026-07-08T00:32:59.821175;308.15;1.15;308.15
reactor;2026-07-08T00:33:00.479020;308.15;1.09;308.15
reactor;2026-07-08T00:33:01.134337;308.15;1.01;308.15
reactor;2026-07-08T00:33:01.774271;308.15;1.11;308.15
reactor;2026-07-08T00:33:02.430002;308.15;1.27;308.15
reactor;2026-07-08T00:33:03.087021;308.14;1.41;308.15
reactor;2026-07-08T00:33:03.742434;308.14;1.42;308.15
reactor;2026-07-08T00:33:04.396935;308.15;1.13;308.15
reactor;2026-07-08T00:33:05.055252;308.15;1.22;308.15
reactor;2026-07-08T00:33:05.726365;308.15;0.95;308.15
reactor;2026-07-08T00:33:06.398567;308.15;0.74;308.15
reactor;2026-07-08T00:33:07.068228;308.15;0.64;308.15
reactor;2026-07-08T00:33:07.709463;308.15;0.68;308.15
reactor;2026-07-08T00:33:08.348886;308.15;0.61;308.15
reactor;2026-07-08T00:33:09.020428;308.16;0.54;308.15
reactor;2026-07-08T00:33:09.677795;308.15;0.67;308.15
reactor;2026-07-08T00:33:10.349777;308.15;0.92;308.15
reactor;2026-07-08T00:33:11.004906;308.15;0.92;308.15
reactor;2026-07-08T00:33:11.645832;308.15;0.94;308.15
reactor;2026-07-08T00:33:12.332824;308.15;1.22;308.15
reactor;2026-07-08T00:33:12.972429;308.14;1.44;308.15
reactor;2026-07-08T00:33:13.611713;308.14;1.48;308.15
reactor;2026-07-08T00:33:14.301853;308.15;1.29;308.15
reactor;2026-07-08T00:33:14.972172;308.15;1.22;308.15
reactor;2026-07-08T00:33:15.645250;308.15;1.07;308.15
reactor;2026-07-08T00:33:16.285475;308.14;1.29;308.15
reactor;2026-07-08T00:33:16.925007;308.15;1.03;308.15
reactor;2026-07-08T00:33:17.596379;308.15;0.86;308.15
reactor;2026-07-08T00:33:18.250997;308.15;0.77;308.15
reactor;2026-07-08T00:33:18.923339;308.15;0.92;308.15
reactor;2026-07-08T00:33:19.595632;308.15;0.83;308.15
reactor;2026-07-08T00:33:20.235015;308.15;1.03;308.15
reactor;2026-07-08T00:33:20.875101;308.15;1.28;308.15
reactor;2026-07-08T00:33:21.516772;308.15;1.25;308.15
reactor;2026-07-08T00:33:22.172601;308.14;1.31;308.15
reactor;2026-07-08T00:33:22.827426;308.15;1.13;308.15
reactor;2026-07-08T00:33:23.466621;308.15;1.18;308.15
reactor;2026-07-08T00:33:24.108627;308.14;1.35;308.15
reactor;2026-07-08T00:33:24.778530;308.15;1.09;308.15
reactor;2026-07-08T00:33:25.451268;308.15;1.12;308.15
reactor;2026-07-08T00:33:26.090593;308.15;1.10;308.15
reactor;2026-07-08T00:33:26.731271;308.15;0.88;308.15
reactor;2026-07-08T00:33:27.403163;308.15;0.61;308.15
reactor;2026-07-08T00:33:28.059863;308.16;0.46;308.15
reactor;2026-07-08T00:33:28.698840;308.15;0.61;308.15
reactor;2026-07-08T00:33:29.354979;308.15;0.72;308.15
reactor;2026-07-08T00:33:30.009985;308.15;0.69;308.15
reactor;2026-07-08T00:33:30.682481;308.15;0.69;308.15
reactor;2026-07-08T00:33:31.353586;308.15;0.93;308.15
reactor;2026-07-08T00:33:31.995126;308.15;0.93;308.15
reactor;2026-07-08T00:33:32.634798;308.15;1.01;308.15
reactor;2026-07-08T00:33:33.274358;308.15;1.08;308.15
reactor;2026-07-08T00:33:33.914691;308.15;1.03;308.15
reactor;2026-07-08T00:33:34.554589;308.15;1.04;308.15
reactor;2026-07-08T00:33:35.225299;308.15;0.85;308.15
reactor;2026-07-08T00:33:35.866461;308.15;0.98;308.15
reactor;2026-07-08T00:33:36.506685;308.15;0.99;308.15
reactor;2026-07-08T00:33:37.194118;308.15;1.25;308.15
