deviceName;timestamp;processValue;workingOutput;workingSetpoint
reactor;2026-07-08T07:31:51.788318;308.15;1.00;308.15
reactor;2026-07-08T07:31:52.444419;308.15;0.94;308.15
reactor;2026-07-08T07:31:53.099203;308.15;0.95;308.15
reactor;2026-07-08T07:31:53.771040;308.15;0.93;308.15
reactor;2026-07-08T07:31:54.444737;308.15;1.09;308.15
reactor;2026-07-08T07:31:55.098742;308.15;0.98;308.15
reactor;2026-07-08T07:31:55.755978;308.15;1.10;308.15
reactor;2026-07-08T07:31:56.443035;308.15;0.94;308.15
reactor;2026-07-08T07:31:57.116099;308.15;0.77;308.15
reactor;2026-07-08T07:31:57.770352;308.16;0.54;308.15
reactor;2026-07-08T07:31:58.444208;308.15;0.62;308.15
reactor;2026-07-08T07:31:59.114881;308.15;0.77;308.15
reactor;2026-07-08T07:31:59.803084;308.15;1.05;308.15
reactor;2026-07-08T07:32:00.442101;308.15;1.27;308.15
reactor;2026-07-08T07:32:01.115224;308.15;1.05;308.15
reactor;2026-07-08T07:32:01.756106;308.15;0.69;308.15
reactor;2026-07-08T07:32:02.426178;308.16;0.63;308.15
reactor;2026-07-08T07:32:03.067033;308.15;0.74;308.15
reactor;2026-07-08T07:32:03.739077;308.15;0.75;308.15
reactor;2026-07-08T07:32:04.378303;308.15;0.69;308.15
reactor;2026-07-08T07:32:05.049984;308.16;0.68;308.15
reactor;2026-07-08T07:32:05.707486;308.15;0.93;308.15
reactor;2026-07-08T07:32:06.346698;308.15;0.94;308.15
reactor;2026-07-08T07:32:07.017614;308.15;0.90;308.15
reactor;2026-07-08T07:32:07.659464;308.15;0.77;308.15
reactor;2026-07-08T07:32:08.313881;308.15;0.87;308.15
reactor;2026-07-08T07:32:09.001775;308.15;1.14;308.15
reactor;2026-07-08T07:32:09.642779;308.15;1.19;308.15
reactor;2026-07-08T07:32:10.313838;308.15;1.25;308.15
reactor;2026-07-08T07:32:11.001147;308.15;1.22;308.15
reactor;2026-07-08T07:32:11.643120;308.15;1.03;308.15
reactor;2026-07-08T07:32:12.314513;308.15;0.94;308.15
reactor;2026-07-08T07:32:12.985628;308.15;0.84;308.15
reactor;2026-07-08T07:32:13.625338;308.15;0.83;308.15
reactor;2026-07-08T07:32:14.265729;308.15;0.94;308.15
reactor;2026-07-08T07:32:14.905805;308.15;0.92;308.15
reactor;2026-07-08T07:32:15.577504;308.15;0.91;308.15
reactor;2026-07-08T07:32:16.217465;308.15;0.86;308.15
reactor;2026-07-08T07:32:16.858385;308.16;0.72;308.15
reactor;2026-07-08T07:32:17.513340;308.16;0.53;308.15
reactor;2026-07-08T07:32:18.154268;308.16;0.60;308.15
reactor;2026-07-08T07:32:18.824360;308.15;0.90;308.15
reactor;2026-07-08T07:32:19.498113;308.15;0.91;308.15
reactor;2026-07-08T07:32:20.169872;308.15;1.19;308.15
reactor;2026-07-08T07:32:20.825144;308.15;1.04;308.15
reactor;2026-07-08T07:32:21.465193;308.15;1.00;308.15
reactor;2026-07-08T07:32:22.105690;308.15;0.99;308.15
reactor;2026-07-08T07:32:22.744249;308.15;0.95;308.15
reactor;2026-07-08T07:32:23.401097;308.16;0.61;308.15
reactor;2026-07-08T07:32:24.056526;308.16;0.62;308.15
reactor;2026-07-08T07:32:24.695678;308.16;0.61;308.15
reactor;2026-07-08T07:32:25.353154;308.15;0.85;308.15
reactor;2026-07-08T07:32:25.992258;308.15;0.86;308.15
reactor;2026-07-08T07:32:26.632394;308.16;0.77;308.15
reactor;2026-07-08T07:32:27.273207;308.16;0.75;308.15
